pmid,title,journal,year,compound,endpoint,activity
39151576,Perfluoroalkyl substances and immunotoxicity: An in vitro structure-activity relationship study in T,Chemosphere,2024,PFBS,immunotoxicity,1.0
39151576,Perfluoroalkyl substances and immunotoxicity: An in vitro structure-activity relationship study in T,Chemosphere,2024,PFHxS,immunotoxicity,1.0
40863342,"Managing PFAS in Sewage Sludge: Exposure Pathways, Impacts, and Treatment Innovations.",Journal of xenobiotics,2025,PFOA,hepatotoxicity,1.0
40863342,"Managing PFAS in Sewage Sludge: Exposure Pathways, Impacts, and Treatment Innovations.",Journal of xenobiotics,2025,PFOA,immunotoxicity,1.0
40863342,"Managing PFAS in Sewage Sludge: Exposure Pathways, Impacts, and Treatment Innovations.",Journal of xenobiotics,2025,PFOA,endocrine,1.0
40863342,"Managing PFAS in Sewage Sludge: Exposure Pathways, Impacts, and Treatment Innovations.",Journal of xenobiotics,2025,PFOS,hepatotoxicity,1.0
40863342,"Managing PFAS in Sewage Sludge: Exposure Pathways, Impacts, and Treatment Innovations.",Journal of xenobiotics,2025,PFOS,immunotoxicity,1.0
40863342,"Managing PFAS in Sewage Sludge: Exposure Pathways, Impacts, and Treatment Innovations.",Journal of xenobiotics,2025,PFOS,endocrine,1.0
36592815,A systematic evidence map of chronic inflammation and immunosuppression related to per- and polyfluo,Environmental research,2023,PFOA,hepatotoxicity,1.0
36592815,A systematic evidence map of chronic inflammation and immunosuppression related to per- and polyfluo,Environmental research,2023,PFOA,immunotoxicity,1.0
36592815,A systematic evidence map of chronic inflammation and immunosuppression related to per- and polyfluo,Environmental research,2023,PFOS,hepatotoxicity,1.0
36592815,A systematic evidence map of chronic inflammation and immunosuppression related to per- and polyfluo,Environmental research,2023,PFOS,immunotoxicity,1.0
38982538,Childhood PFAS exposure and immunotoxicity: a systematic review and meta-analysis of human studies.,Systematic reviews,2024,PFOA,hepatotoxicity,1.0
38982538,Childhood PFAS exposure and immunotoxicity: a systematic review and meta-analysis of human studies.,Systematic reviews,2024,PFOA,immunotoxicity,1.0
38982538,Childhood PFAS exposure and immunotoxicity: a systematic review and meta-analysis of human studies.,Systematic reviews,2024,PFOS,hepatotoxicity,1.0
38982538,Childhood PFAS exposure and immunotoxicity: a systematic review and meta-analysis of human studies.,Systematic reviews,2024,PFOS,immunotoxicity,1.0
38982538,Childhood PFAS exposure and immunotoxicity: a systematic review and meta-analysis of human studies.,Systematic reviews,2024,PFNA,hepatotoxicity,1.0
38982538,Childhood PFAS exposure and immunotoxicity: a systematic review and meta-analysis of human studies.,Systematic reviews,2024,PFNA,immunotoxicity,1.0
38982538,Childhood PFAS exposure and immunotoxicity: a systematic review and meta-analysis of human studies.,Systematic reviews,2024,PFHxS,hepatotoxicity,1.0
38982538,Childhood PFAS exposure and immunotoxicity: a systematic review and meta-analysis of human studies.,Systematic reviews,2024,PFHxS,immunotoxicity,1.0
40024759,"Per- and polyfluoroalkyl substances: toxicokinetics, exposure and health risks.",The Journal of toxicological sciences,2025,PFOA,hepatotoxicity,1.0
40024759,"Per- and polyfluoroalkyl substances: toxicokinetics, exposure and health risks.",The Journal of toxicological sciences,2025,PFOS,hepatotoxicity,1.0
36473658,PFAS-induced lipidomic dysregulations and their associations with developmental toxicity in zebrafis,The Science of the total environment,2023,PFOA,developmental,1.0
36473658,PFAS-induced lipidomic dysregulations and their associations with developmental toxicity in zebrafis,The Science of the total environment,2023,PFOS,developmental,1.0
36947184,A review of cardiovascular effects and underlying mechanisms of legacy and emerging per- and polyflu,Archives of toxicology,2023,PFOA,hepatotoxicity,1.0
36947184,A review of cardiovascular effects and underlying mechanisms of legacy and emerging per- and polyflu,Archives of toxicology,2023,PFOA,BCF,1.0
36947184,A review of cardiovascular effects and underlying mechanisms of legacy and emerging per- and polyflu,Archives of toxicology,2023,PFOS,hepatotoxicity,1.0
36947184,A review of cardiovascular effects and underlying mechanisms of legacy and emerging per- and polyflu,Archives of toxicology,2023,PFOS,BCF,1.0
36947184,A review of cardiovascular effects and underlying mechanisms of legacy and emerging per- and polyflu,Archives of toxicology,2023,PFHxS,hepatotoxicity,1.0
36947184,A review of cardiovascular effects and underlying mechanisms of legacy and emerging per- and polyflu,Archives of toxicology,2023,PFHxS,BCF,1.0
39665760,Increased perfluorooctanoic acid accumulation facilitates the migration and invasion of lung cancer ,Proceedings of the National Academy of Sciences of the United States of America,2024,PFOA,hepatotoxicity,1.0
39665760,Increased perfluorooctanoic acid accumulation facilitates the migration and invasion of lung cancer ,Proceedings of the National Academy of Sciences of the United States of America,2024,PFOA,immunotoxicity,1.0
39454342,"Prenatal exposure to per- and polyfluoroalkyl substances, fetoplacental hemodynamics, and fetal grow",Environment international,2024,PFOS,developmental,1.0
36255596,Occurrence and Risks of Per- and Polyfluoroalkyl Substances in Shellfish.,Current environmental health reports,2022,PFOS,hepatotoxicity,1.0
36255596,Occurrence and Risks of Per- and Polyfluoroalkyl Substances in Shellfish.,Current environmental health reports,2022,PFOS,BCF,1.0
38501493,Per- and Polyfluoroalkyl Substances in Water (2008-2022) and Fish (2015-2022) in The Netherlands: Sp,Environmental toxicology and chemistry,2024,PFOA,hepatotoxicity,1.0
38501493,Per- and Polyfluoroalkyl Substances in Water (2008-2022) and Fish (2015-2022) in The Netherlands: Sp,Environmental toxicology and chemistry,2024,PFOA,BCF,1.0
38501493,Per- and Polyfluoroalkyl Substances in Water (2008-2022) and Fish (2015-2022) in The Netherlands: Sp,Environmental toxicology and chemistry,2024,PFOS,hepatotoxicity,1.0
38501493,Per- and Polyfluoroalkyl Substances in Water (2008-2022) and Fish (2015-2022) in The Netherlands: Sp,Environmental toxicology and chemistry,2024,PFOS,BCF,1.0
41043503,Gestational PFAS concentrations in association with maternal depression and perceived stress during ,Environmental research,2025,PFOA,hepatotoxicity,1.0
41043503,Gestational PFAS concentrations in association with maternal depression and perceived stress during ,Environmental research,2025,PFOS,hepatotoxicity,1.0
41043503,Gestational PFAS concentrations in association with maternal depression and perceived stress during ,Environmental research,2025,PFDA,hepatotoxicity,1.0
40255499,"Constitutive androstane receptor, liver pathophysiology and chemical contaminants: current evidence ",Frontiers in endocrinology,2025,PFOA,hepatotoxicity,1.0
40255499,"Constitutive androstane receptor, liver pathophysiology and chemical contaminants: current evidence ",Frontiers in endocrinology,2025,PFOA,endocrine,1.0
37976959,"Environmental impacts, exposure pathways, and health effects of PFOA and PFOS.",Ecotoxicology and environmental safety,2023,PFOA,hepatotoxicity,1.0
37976959,"Environmental impacts, exposure pathways, and health effects of PFOA and PFOS.",Ecotoxicology and environmental safety,2023,PFOA,BCF,1.0
37976959,"Environmental impacts, exposure pathways, and health effects of PFOA and PFOS.",Ecotoxicology and environmental safety,2023,PFOS,hepatotoxicity,1.0
37976959,"Environmental impacts, exposure pathways, and health effects of PFOA and PFOS.",Ecotoxicology and environmental safety,2023,PFOS,BCF,1.0
35416231,PFAS on atmospheric aerosol particles: a review.,Environmental science. Processes & impacts,2023,PFOA,hepatotoxicity,
35416231,PFAS on atmospheric aerosol particles: a review.,Environmental science. Processes & impacts,2023,PFOS,hepatotoxicity,
41411415,Risks of per- and polyfluoroalkyl substance exposure through marine fish consumption.,"Science (New York, N.Y.)",2025,PFOA,hepatotoxicity,1.0
41411415,Risks of per- and polyfluoroalkyl substance exposure through marine fish consumption.,"Science (New York, N.Y.)",2025,PFOS,hepatotoxicity,1.0
40444251,Association between perfluoroalkyl and polyfluoroalkyl substances and adolescents' sleep disorders: ,Frontiers in nutrition,2025,PFOA,hepatotoxicity,1.0
40444251,Association between perfluoroalkyl and polyfluoroalkyl substances and adolescents' sleep disorders: ,Frontiers in nutrition,2025,PFOA,endocrine,1.0
40444251,Association between perfluoroalkyl and polyfluoroalkyl substances and adolescents' sleep disorders: ,Frontiers in nutrition,2025,PFOS,hepatotoxicity,1.0
40444251,Association between perfluoroalkyl and polyfluoroalkyl substances and adolescents' sleep disorders: ,Frontiers in nutrition,2025,PFOS,endocrine,1.0
40444251,Association between perfluoroalkyl and polyfluoroalkyl substances and adolescents' sleep disorders: ,Frontiers in nutrition,2025,PFNA,hepatotoxicity,1.0
40444251,Association between perfluoroalkyl and polyfluoroalkyl substances and adolescents' sleep disorders: ,Frontiers in nutrition,2025,PFNA,endocrine,1.0
38609943,Associations of per- and polyfluoroalkyl substances (PFAS) and their mixture with risk of rheumatoid,Environmental health : a global access science source,2024,PFOA,immunotoxicity,1.0
38609943,Associations of per- and polyfluoroalkyl substances (PFAS) and their mixture with risk of rheumatoid,Environmental health : a global access science source,2024,PFNA,immunotoxicity,1.0
38609943,Associations of per- and polyfluoroalkyl substances (PFAS) and their mixture with risk of rheumatoid,Environmental health : a global access science source,2024,PFDA,immunotoxicity,1.0
38609943,Associations of per- and polyfluoroalkyl substances (PFAS) and their mixture with risk of rheumatoid,Environmental health : a global access science source,2024,PFHxS,immunotoxicity,1.0
36848373,Bioaccumulation of Per- and Polyfluoroalkyl Substances (PFAS) in Ferns: Effect of PFAS Molecular Str,Environmental science & technology,2023,PFOS,hepatotoxicity,1.0
36848373,Bioaccumulation of Per- and Polyfluoroalkyl Substances (PFAS) in Ferns: Effect of PFAS Molecular Str,Environmental science & technology,2023,PFOS,BCF,1.0
40937346,"Characteristics of Spatial Distribution, Health Risk Assessment, and Regulation of PFAS in Global Dr",China CDC weekly,2025,PFOA,hepatotoxicity,
40937346,"Characteristics of Spatial Distribution, Health Risk Assessment, and Regulation of PFAS in Global Dr",China CDC weekly,2025,PFOS,hepatotoxicity,
40937346,"Characteristics of Spatial Distribution, Health Risk Assessment, and Regulation of PFAS in Global Dr",China CDC weekly,2025,PFNA,hepatotoxicity,
40937346,"Characteristics of Spatial Distribution, Health Risk Assessment, and Regulation of PFAS in Global Dr",China CDC weekly,2025,PFHxA,hepatotoxicity,
40937346,"Characteristics of Spatial Distribution, Health Risk Assessment, and Regulation of PFAS in Global Dr",China CDC weekly,2025,PFBA,hepatotoxicity,
40937346,"Characteristics of Spatial Distribution, Health Risk Assessment, and Regulation of PFAS in Global Dr",China CDC weekly,2025,PFHxS,hepatotoxicity,
33744484,Environmental exposure to per- and polyfluoroalkyl substances mixture and male reproductive hormones,Environment international,2021,PFOA,hepatotoxicity,1.0
33744484,Environmental exposure to per- and polyfluoroalkyl substances mixture and male reproductive hormones,Environment international,2021,PFOA,endocrine,1.0
33744484,Environmental exposure to per- and polyfluoroalkyl substances mixture and male reproductive hormones,Environment international,2021,PFOS,hepatotoxicity,1.0
33744484,Environmental exposure to per- and polyfluoroalkyl substances mixture and male reproductive hormones,Environment international,2021,PFOS,endocrine,1.0
39486543,"The trends of per-and polyfluoroalkyl substances (pfas) in drinking water systems in Maryland, Unite",The Science of the total environment,2024,PFOA,hepatotoxicity,1.0
39486543,"The trends of per-and polyfluoroalkyl substances (pfas) in drinking water systems in Maryland, Unite",The Science of the total environment,2024,PFOS,hepatotoxicity,1.0
39955867,Association between exposure to per- and polyfluoroalkyl substances (PFAS) and chronic cough in Amer,Ecotoxicology and environmental safety,2025,PFBS,hepatotoxicity,1.0
35569538,Health-related toxicity of emerging per- and polyfluoroalkyl substances: Comparison to legacy PFOS a,Environmental research,2022,PFOA,hepatotoxicity,1.0
35569538,Health-related toxicity of emerging per- and polyfluoroalkyl substances: Comparison to legacy PFOS a,Environmental research,2022,PFOA,immunotoxicity,1.0
35569538,Health-related toxicity of emerging per- and polyfluoroalkyl substances: Comparison to legacy PFOS a,Environmental research,2022,PFOA,endocrine,1.0
35569538,Health-related toxicity of emerging per- and polyfluoroalkyl substances: Comparison to legacy PFOS a,Environmental research,2022,PFOS,hepatotoxicity,1.0
35569538,Health-related toxicity of emerging per- and polyfluoroalkyl substances: Comparison to legacy PFOS a,Environmental research,2022,PFOS,immunotoxicity,1.0
35569538,Health-related toxicity of emerging per- and polyfluoroalkyl substances: Comparison to legacy PFOS a,Environmental research,2022,PFOS,endocrine,1.0
40434424,Neurodevelopmental toxicity and mechanism of chlorinated polyfluoroalkyl ether sulfonate alternative,Archives of toxicology,2025,PFOS,hepatotoxicity,1.0
40434424,Neurodevelopmental toxicity and mechanism of chlorinated polyfluoroalkyl ether sulfonate alternative,Archives of toxicology,2025,PFOS,developmental,1.0
38941944,Quantifying levels of per- and polyfluoroalkyl Substances (PFAS) in water and serum after contaminat,Environment international,2024,PFOA,hepatotoxicity,1.0
38941944,Quantifying levels of per- and polyfluoroalkyl Substances (PFAS) in water and serum after contaminat,Environment international,2024,PFOS,hepatotoxicity,1.0
38941944,Quantifying levels of per- and polyfluoroalkyl Substances (PFAS) in water and serum after contaminat,Environment international,2024,PFNA,hepatotoxicity,1.0
38941944,Quantifying levels of per- and polyfluoroalkyl Substances (PFAS) in water and serum after contaminat,Environment international,2024,PFDA,hepatotoxicity,1.0
38941944,Quantifying levels of per- and polyfluoroalkyl Substances (PFAS) in water and serum after contaminat,Environment international,2024,PFHxA,hepatotoxicity,1.0
38941944,Quantifying levels of per- and polyfluoroalkyl Substances (PFAS) in water and serum after contaminat,Environment international,2024,PFHxS,hepatotoxicity,1.0
33984575,"Environmental exposure to perfluoroalkyl substances in early pregnancy, maternal glucose homeostasis",Environment international,2021,PFOS,hepatotoxicity,1.0
33984575,"Environmental exposure to perfluoroalkyl substances in early pregnancy, maternal glucose homeostasis",Environment international,2021,PFOS,developmental,1.0
33984575,"Environmental exposure to perfluoroalkyl substances in early pregnancy, maternal glucose homeostasis",Environment international,2021,PFNA,hepatotoxicity,1.0
33984575,"Environmental exposure to perfluoroalkyl substances in early pregnancy, maternal glucose homeostasis",Environment international,2021,PFNA,developmental,1.0
33984575,"Environmental exposure to perfluoroalkyl substances in early pregnancy, maternal glucose homeostasis",Environment international,2021,PFDA,hepatotoxicity,1.0
33984575,"Environmental exposure to perfluoroalkyl substances in early pregnancy, maternal glucose homeostasis",Environment international,2021,PFDA,developmental,1.0
33984575,"Environmental exposure to perfluoroalkyl substances in early pregnancy, maternal glucose homeostasis",Environment international,2021,PFBS,hepatotoxicity,1.0
33984575,"Environmental exposure to perfluoroalkyl substances in early pregnancy, maternal glucose homeostasis",Environment international,2021,PFBS,developmental,1.0
33984575,"Environmental exposure to perfluoroalkyl substances in early pregnancy, maternal glucose homeostasis",Environment international,2021,PFHxS,hepatotoxicity,1.0
33984575,"Environmental exposure to perfluoroalkyl substances in early pregnancy, maternal glucose homeostasis",Environment international,2021,PFHxS,developmental,1.0
37355130,PFAS levels in paired drinking water and serum samples collected from an exposed community in Centra,The Science of the total environment,2023,PFOA,hepatotoxicity,1.0
37355130,PFAS levels in paired drinking water and serum samples collected from an exposed community in Centra,The Science of the total environment,2023,PFOS,hepatotoxicity,1.0
37355130,PFAS levels in paired drinking water and serum samples collected from an exposed community in Centra,The Science of the total environment,2023,PFHxA,hepatotoxicity,1.0
37355130,PFAS levels in paired drinking water and serum samples collected from an exposed community in Centra,The Science of the total environment,2023,PFHxS,hepatotoxicity,1.0
41260040,Multi-dimensional insights into the association between PFOA exposure and NAFLD: An integrative anal,Ecotoxicology and environmental safety,2025,PFOA,hepatotoxicity,1.0
40215916,Maternal exposure to per- and polyfluoroalkyl substances and epitope level antibody response to vacc,Environment international,2025,PFOS,hepatotoxicity,1.0
40215916,Maternal exposure to per- and polyfluoroalkyl substances and epitope level antibody response to vacc,Environment international,2025,PFOS,immunotoxicity,1.0
40215916,Maternal exposure to per- and polyfluoroalkyl substances and epitope level antibody response to vacc,Environment international,2025,PFOS,developmental,1.0
40215916,Maternal exposure to per- and polyfluoroalkyl substances and epitope level antibody response to vacc,Environment international,2025,PFHxS,hepatotoxicity,1.0
40215916,Maternal exposure to per- and polyfluoroalkyl substances and epitope level antibody response to vacc,Environment international,2025,PFHxS,immunotoxicity,1.0
40215916,Maternal exposure to per- and polyfluoroalkyl substances and epitope level antibody response to vacc,Environment international,2025,PFHxS,developmental,1.0
29405365,Immunotoxicity in green mussels under perfluoroalkyl substance (PFAS) exposure: Reversible response ,Environmental toxicology and chemistry,2018,PFOA,hepatotoxicity,1.0
29405365,Immunotoxicity in green mussels under perfluoroalkyl substance (PFAS) exposure: Reversible response ,Environmental toxicology and chemistry,2018,PFOA,immunotoxicity,1.0
29405365,Immunotoxicity in green mussels under perfluoroalkyl substance (PFAS) exposure: Reversible response ,Environmental toxicology and chemistry,2018,PFOA,BCF,1.0
29405365,Immunotoxicity in green mussels under perfluoroalkyl substance (PFAS) exposure: Reversible response ,Environmental toxicology and chemistry,2018,PFOS,hepatotoxicity,1.0
29405365,Immunotoxicity in green mussels under perfluoroalkyl substance (PFAS) exposure: Reversible response ,Environmental toxicology and chemistry,2018,PFOS,immunotoxicity,1.0
29405365,Immunotoxicity in green mussels under perfluoroalkyl substance (PFAS) exposure: Reversible response ,Environmental toxicology and chemistry,2018,PFOS,BCF,1.0
29405365,Immunotoxicity in green mussels under perfluoroalkyl substance (PFAS) exposure: Reversible response ,Environmental toxicology and chemistry,2018,PFNA,hepatotoxicity,1.0
29405365,Immunotoxicity in green mussels under perfluoroalkyl substance (PFAS) exposure: Reversible response ,Environmental toxicology and chemistry,2018,PFNA,immunotoxicity,1.0
29405365,Immunotoxicity in green mussels under perfluoroalkyl substance (PFAS) exposure: Reversible response ,Environmental toxicology and chemistry,2018,PFNA,BCF,1.0
29405365,Immunotoxicity in green mussels under perfluoroalkyl substance (PFAS) exposure: Reversible response ,Environmental toxicology and chemistry,2018,PFDA,hepatotoxicity,1.0
29405365,Immunotoxicity in green mussels under perfluoroalkyl substance (PFAS) exposure: Reversible response ,Environmental toxicology and chemistry,2018,PFDA,immunotoxicity,1.0
29405365,Immunotoxicity in green mussels under perfluoroalkyl substance (PFAS) exposure: Reversible response ,Environmental toxicology and chemistry,2018,PFDA,BCF,1.0
38900403,A review of electrooxidation systems treatment of poly-fluoroalkyl substances (PFAS): electrooxidati,Environmental science and pollution research international,2024,PFOS,hepatotoxicity,1.0
41257450,A comparative toxicological and epidemiological evaluation of dioxins and PFAS chemicals.,Critical reviews in toxicology,2025,PFOA,hepatotoxicity,1.0
41257450,A comparative toxicological and epidemiological evaluation of dioxins and PFAS chemicals.,Critical reviews in toxicology,2025,PFOS,hepatotoxicity,1.0
37235269,"Maternal Serum, Cord and Human Milk Levels of Per- and Polyfluoroalkyl Substances (PFAS), Associatio",Toxics,2023,PFOA,hepatotoxicity,1.0
37235269,"Maternal Serum, Cord and Human Milk Levels of Per- and Polyfluoroalkyl Substances (PFAS), Associatio",Toxics,2023,PFOA,developmental,1.0
37235269,"Maternal Serum, Cord and Human Milk Levels of Per- and Polyfluoroalkyl Substances (PFAS), Associatio",Toxics,2023,PFOS,hepatotoxicity,1.0
37235269,"Maternal Serum, Cord and Human Milk Levels of Per- and Polyfluoroalkyl Substances (PFAS), Associatio",Toxics,2023,PFOS,developmental,1.0
37235269,"Maternal Serum, Cord and Human Milk Levels of Per- and Polyfluoroalkyl Substances (PFAS), Associatio",Toxics,2023,PFNA,hepatotoxicity,1.0
37235269,"Maternal Serum, Cord and Human Milk Levels of Per- and Polyfluoroalkyl Substances (PFAS), Associatio",Toxics,2023,PFNA,developmental,1.0
37235269,"Maternal Serum, Cord and Human Milk Levels of Per- and Polyfluoroalkyl Substances (PFAS), Associatio",Toxics,2023,PFDA,hepatotoxicity,1.0
37235269,"Maternal Serum, Cord and Human Milk Levels of Per- and Polyfluoroalkyl Substances (PFAS), Associatio",Toxics,2023,PFDA,developmental,1.0
37235269,"Maternal Serum, Cord and Human Milk Levels of Per- and Polyfluoroalkyl Substances (PFAS), Associatio",Toxics,2023,PFHxS,hepatotoxicity,1.0
37235269,"Maternal Serum, Cord and Human Milk Levels of Per- and Polyfluoroalkyl Substances (PFAS), Associatio",Toxics,2023,PFHxS,developmental,1.0
37600128,"Dataset of surveyed PFAS in water, sediment, and soil of Fountain Creek Watershed, Colorado, USA.",Data in brief,2023,PFOA,hepatotoxicity,1.0
37600128,"Dataset of surveyed PFAS in water, sediment, and soil of Fountain Creek Watershed, Colorado, USA.",Data in brief,2023,PFOS,hepatotoxicity,1.0
26492286,Perfluoroalkyl and polyfluoroalkyl substances and indicators of immune function in children aged 12-,Pediatric research,2016,PFOS,hepatotoxicity,1.0
26492286,Perfluoroalkyl and polyfluoroalkyl substances and indicators of immune function in children aged 12-,Pediatric research,2016,PFOS,immunotoxicity,1.0
39547057,Exposure to perfluorodecanoic acid impairs follicular development via inducing granulosa cell necrop,Ecotoxicology and environmental safety,2024,PFOA,hepatotoxicity,1.0
39547057,Exposure to perfluorodecanoic acid impairs follicular development via inducing granulosa cell necrop,Ecotoxicology and environmental safety,2024,PFNA,hepatotoxicity,1.0
39547057,Exposure to perfluorodecanoic acid impairs follicular development via inducing granulosa cell necrop,Ecotoxicology and environmental safety,2024,PFDA,hepatotoxicity,1.0
35121495,Human exposure to F-53B in China and the evaluation of its potential toxicity: An overview.,Environment international,2022,PFOS,hepatotoxicity,1.0
35121495,Human exposure to F-53B in China and the evaluation of its potential toxicity: An overview.,Environment international,2022,PFOS,endocrine,1.0
35121495,Human exposure to F-53B in China and the evaluation of its potential toxicity: An overview.,Environment international,2022,PFOS,developmental,1.0
41347043,Decoding PFAS immunotoxicity: a NAMs-based comparison of short vs. long chains.,Frontiers in toxicology,2025,PFOA,hepatotoxicity,1.0
41347043,Decoding PFAS immunotoxicity: a NAMs-based comparison of short vs. long chains.,Frontiers in toxicology,2025,PFOA,immunotoxicity,1.0
41347043,Decoding PFAS immunotoxicity: a NAMs-based comparison of short vs. long chains.,Frontiers in toxicology,2025,PFOS,hepatotoxicity,1.0
41347043,Decoding PFAS immunotoxicity: a NAMs-based comparison of short vs. long chains.,Frontiers in toxicology,2025,PFOS,immunotoxicity,1.0
41347043,Decoding PFAS immunotoxicity: a NAMs-based comparison of short vs. long chains.,Frontiers in toxicology,2025,PFNA,hepatotoxicity,1.0
41347043,Decoding PFAS immunotoxicity: a NAMs-based comparison of short vs. long chains.,Frontiers in toxicology,2025,PFNA,immunotoxicity,1.0
41347043,Decoding PFAS immunotoxicity: a NAMs-based comparison of short vs. long chains.,Frontiers in toxicology,2025,PFHxA,hepatotoxicity,1.0
41347043,Decoding PFAS immunotoxicity: a NAMs-based comparison of short vs. long chains.,Frontiers in toxicology,2025,PFHxA,immunotoxicity,1.0
41347043,Decoding PFAS immunotoxicity: a NAMs-based comparison of short vs. long chains.,Frontiers in toxicology,2025,PFBA,hepatotoxicity,1.0
41347043,Decoding PFAS immunotoxicity: a NAMs-based comparison of short vs. long chains.,Frontiers in toxicology,2025,PFBA,immunotoxicity,1.0
41347043,Decoding PFAS immunotoxicity: a NAMs-based comparison of short vs. long chains.,Frontiers in toxicology,2025,PFBS,hepatotoxicity,1.0
41347043,Decoding PFAS immunotoxicity: a NAMs-based comparison of short vs. long chains.,Frontiers in toxicology,2025,PFBS,immunotoxicity,1.0
41347043,Decoding PFAS immunotoxicity: a NAMs-based comparison of short vs. long chains.,Frontiers in toxicology,2025,PFHxS,hepatotoxicity,1.0
41347043,Decoding PFAS immunotoxicity: a NAMs-based comparison of short vs. long chains.,Frontiers in toxicology,2025,PFHxS,immunotoxicity,1.0
41347043,Decoding PFAS immunotoxicity: a NAMs-based comparison of short vs. long chains.,Frontiers in toxicology,2025,TFA,hepatotoxicity,1.0
41347043,Decoding PFAS immunotoxicity: a NAMs-based comparison of short vs. long chains.,Frontiers in toxicology,2025,TFA,immunotoxicity,1.0
33751946,Epigenetic changes by per- and polyfluoroalkyl substances (PFAS).,"Environmental pollution (Barking, Essex : 1987)",2021,PFOA,hepatotoxicity,1.0
33751946,Epigenetic changes by per- and polyfluoroalkyl substances (PFAS).,"Environmental pollution (Barking, Essex : 1987)",2021,PFOA,developmental,1.0
33751946,Epigenetic changes by per- and polyfluoroalkyl substances (PFAS).,"Environmental pollution (Barking, Essex : 1987)",2021,PFOS,hepatotoxicity,1.0
33751946,Epigenetic changes by per- and polyfluoroalkyl substances (PFAS).,"Environmental pollution (Barking, Essex : 1987)",2021,PFOS,developmental,1.0
41304483,Cumulative Exposure and Health Risk Assessment of PFAS in Animal-Derived Foods Using the Relative Po,Toxics,2025,PFOA,hepatotoxicity,1.0
41304483,Cumulative Exposure and Health Risk Assessment of PFAS in Animal-Derived Foods Using the Relative Po,Toxics,2025,PFOA,immunotoxicity,1.0
41304483,Cumulative Exposure and Health Risk Assessment of PFAS in Animal-Derived Foods Using the Relative Po,Toxics,2025,PFOS,hepatotoxicity,1.0
41304483,Cumulative Exposure and Health Risk Assessment of PFAS in Animal-Derived Foods Using the Relative Po,Toxics,2025,PFOS,immunotoxicity,1.0
41304483,Cumulative Exposure and Health Risk Assessment of PFAS in Animal-Derived Foods Using the Relative Po,Toxics,2025,PFNA,hepatotoxicity,1.0
41304483,Cumulative Exposure and Health Risk Assessment of PFAS in Animal-Derived Foods Using the Relative Po,Toxics,2025,PFNA,immunotoxicity,1.0
41304483,Cumulative Exposure and Health Risk Assessment of PFAS in Animal-Derived Foods Using the Relative Po,Toxics,2025,PFDA,hepatotoxicity,1.0
41304483,Cumulative Exposure and Health Risk Assessment of PFAS in Animal-Derived Foods Using the Relative Po,Toxics,2025,PFDA,immunotoxicity,1.0
41304483,Cumulative Exposure and Health Risk Assessment of PFAS in Animal-Derived Foods Using the Relative Po,Toxics,2025,PFHxS,hepatotoxicity,1.0
41304483,Cumulative Exposure and Health Risk Assessment of PFAS in Animal-Derived Foods Using the Relative Po,Toxics,2025,PFHxS,immunotoxicity,1.0
39389246,"Exposure to PFOA, PFOS, and PFHxS induces Alzheimer's disease-like neuropathology in cerebral organo","Environmental pollution (Barking, Essex : 1987)",2024,PFOA,hepatotoxicity,1.0
39389246,"Exposure to PFOA, PFOS, and PFHxS induces Alzheimer's disease-like neuropathology in cerebral organo","Environmental pollution (Barking, Essex : 1987)",2024,PFOS,hepatotoxicity,1.0
39389246,"Exposure to PFOA, PFOS, and PFHxS induces Alzheimer's disease-like neuropathology in cerebral organo","Environmental pollution (Barking, Essex : 1987)",2024,PFHxS,hepatotoxicity,1.0
41222812,Assessing PFAS mixture exposure and thyroid function in U.S. adolescents: insights from NHANES 2011-,Environmental science and pollution research international,2025,PFOA,hepatotoxicity,1.0
41222812,Assessing PFAS mixture exposure and thyroid function in U.S. adolescents: insights from NHANES 2011-,Environmental science and pollution research international,2025,PFOA,endocrine,1.0
41222812,Assessing PFAS mixture exposure and thyroid function in U.S. adolescents: insights from NHANES 2011-,Environmental science and pollution research international,2025,PFOS,hepatotoxicity,1.0
41222812,Assessing PFAS mixture exposure and thyroid function in U.S. adolescents: insights from NHANES 2011-,Environmental science and pollution research international,2025,PFOS,endocrine,1.0
41222812,Assessing PFAS mixture exposure and thyroid function in U.S. adolescents: insights from NHANES 2011-,Environmental science and pollution research international,2025,PFNA,hepatotoxicity,1.0
41222812,Assessing PFAS mixture exposure and thyroid function in U.S. adolescents: insights from NHANES 2011-,Environmental science and pollution research international,2025,PFNA,endocrine,1.0
41222812,Assessing PFAS mixture exposure and thyroid function in U.S. adolescents: insights from NHANES 2011-,Environmental science and pollution research international,2025,PFDA,hepatotoxicity,1.0
41222812,Assessing PFAS mixture exposure and thyroid function in U.S. adolescents: insights from NHANES 2011-,Environmental science and pollution research international,2025,PFDA,endocrine,1.0
41222812,Assessing PFAS mixture exposure and thyroid function in U.S. adolescents: insights from NHANES 2011-,Environmental science and pollution research international,2025,PFHxS,hepatotoxicity,1.0
41222812,Assessing PFAS mixture exposure and thyroid function in U.S. adolescents: insights from NHANES 2011-,Environmental science and pollution research international,2025,PFHxS,endocrine,1.0
37429082,Exposures to perfluoroalkyl substances and asthma phenotypes in childhood: an investigation of the C,EBioMedicine,2023,PFOA,hepatotoxicity,1.0
