pmid,title,journal,year,compound,endpoint,activity
40609510,"Per- and polyfluoroalkyl substances, genetic factors, and sleep health in reproductive-aged women: a",Environment international,2025,PFOS,endocrine,1.0
40609510,"Per- and polyfluoroalkyl substances, genetic factors, and sleep health in reproductive-aged women: a",Environment international,2025,PFOS,developmental,1.0
40609510,"Per- and polyfluoroalkyl substances, genetic factors, and sleep health in reproductive-aged women: a",Environment international,2025,PFNA,hepatotoxicity,1.0
40609510,"Per- and polyfluoroalkyl substances, genetic factors, and sleep health in reproductive-aged women: a",Environment international,2025,PFNA,endocrine,1.0
40609510,"Per- and polyfluoroalkyl substances, genetic factors, and sleep health in reproductive-aged women: a",Environment international,2025,PFNA,developmental,1.0
40609510,"Per- and polyfluoroalkyl substances, genetic factors, and sleep health in reproductive-aged women: a",Environment international,2025,PFDA,hepatotoxicity,1.0
40609510,"Per- and polyfluoroalkyl substances, genetic factors, and sleep health in reproductive-aged women: a",Environment international,2025,PFDA,endocrine,1.0
40609510,"Per- and polyfluoroalkyl substances, genetic factors, and sleep health in reproductive-aged women: a",Environment international,2025,PFDA,developmental,1.0
40852864,Assessing the Carcinogenic Potential of PFOA: A Molecular Network Approach to Liver Toxicity.,Basic & clinical pharmacology & toxicology,2025,PFOA,SR-MMP,1.0
40852864,Assessing the Carcinogenic Potential of PFOA: A Molecular Network Approach to Liver Toxicity.,Basic & clinical pharmacology & toxicology,2025,PFOA,hepatotoxicity,1.0
40852864,Assessing the Carcinogenic Potential of PFOA: A Molecular Network Approach to Liver Toxicity.,Basic & clinical pharmacology & toxicology,2025,PFOA,BCF,1.0
41161260,Risk assessment and distribution of PFAS in a biological phosphorus recovery sludge used for agricul,Chemosphere,2025,PFOA,hepatotoxicity,1.0
41161260,Risk assessment and distribution of PFAS in a biological phosphorus recovery sludge used for agricul,Chemosphere,2025,PFOS,hepatotoxicity,1.0
40925316,"Mapping PFAS behavior via meta-analysis of soil dynamics, predictive modeling and policy integration",The Science of the total environment,2025,PFOA,hepatotoxicity,
40925316,"Mapping PFAS behavior via meta-analysis of soil dynamics, predictive modeling and policy integration",The Science of the total environment,2025,PFOA,BCF,
40925316,"Mapping PFAS behavior via meta-analysis of soil dynamics, predictive modeling and policy integration",The Science of the total environment,2025,PFOS,hepatotoxicity,
40925316,"Mapping PFAS behavior via meta-analysis of soil dynamics, predictive modeling and policy integration",The Science of the total environment,2025,PFOS,BCF,
40188601,"Per- and polyfluoroalkyl substances (PFAS) in drinking water, gestational diabetes mellitus, hyperte",Environment international,2025,PFOA,hepatotoxicity,1.0
40188601,"Per- and polyfluoroalkyl substances (PFAS) in drinking water, gestational diabetes mellitus, hyperte",Environment international,2025,PFOA,developmental,1.0
40188601,"Per- and polyfluoroalkyl substances (PFAS) in drinking water, gestational diabetes mellitus, hyperte",Environment international,2025,PFOS,hepatotoxicity,1.0
40188601,"Per- and polyfluoroalkyl substances (PFAS) in drinking water, gestational diabetes mellitus, hyperte",Environment international,2025,PFOS,developmental,1.0
40188601,"Per- and polyfluoroalkyl substances (PFAS) in drinking water, gestational diabetes mellitus, hyperte",Environment international,2025,PFNA,hepatotoxicity,1.0
40188601,"Per- and polyfluoroalkyl substances (PFAS) in drinking water, gestational diabetes mellitus, hyperte",Environment international,2025,PFNA,developmental,1.0
40188601,"Per- and polyfluoroalkyl substances (PFAS) in drinking water, gestational diabetes mellitus, hyperte",Environment international,2025,PFHxS,hepatotoxicity,1.0
40188601,"Per- and polyfluoroalkyl substances (PFAS) in drinking water, gestational diabetes mellitus, hyperte",Environment international,2025,PFHxS,developmental,1.0
32143379,Application of the Key Characteristics of Carcinogens to Per and Polyfluoroalkyl Substances.,International journal of environmental research and public health,2020,PFOA,hepatotoxicity,1.0
32143379,Application of the Key Characteristics of Carcinogens to Per and Polyfluoroalkyl Substances.,International journal of environmental research and public health,2020,GenX,hepatotoxicity,1.0
38402937,Exposure to per- and polyfluoroalkyl substance and metabolic syndrome: A nationally representative c,"Environmental pollution (Barking, Essex : 1987)",2024,PFNA,hepatotoxicity,1.0
38402937,Exposure to per- and polyfluoroalkyl substance and metabolic syndrome: A nationally representative c,"Environmental pollution (Barking, Essex : 1987)",2024,PFNA,endocrine,1.0
38402937,Exposure to per- and polyfluoroalkyl substance and metabolic syndrome: A nationally representative c,"Environmental pollution (Barking, Essex : 1987)",2024,PFHxS,hepatotoxicity,1.0
38402937,Exposure to per- and polyfluoroalkyl substance and metabolic syndrome: A nationally representative c,"Environmental pollution (Barking, Essex : 1987)",2024,PFHxS,endocrine,1.0
41496226,Integrating nontargeted metabolomics and machine learning to assess PFAS exposure associations with ,Environment international,2026,PFOA,hepatotoxicity,1.0
41496226,Integrating nontargeted metabolomics and machine learning to assess PFAS exposure associations with ,Environment international,2026,PFHxS,hepatotoxicity,1.0
39244057,Per- and polyfluoroalkyl substances (PFAS) in drinking water in Southeast Los Angeles: Industrial le,The Science of the total environment,2024,PFOA,hepatotoxicity,1.0
39244057,Per- and polyfluoroalkyl substances (PFAS) in drinking water in Southeast Los Angeles: Industrial le,The Science of the total environment,2024,PFOS,hepatotoxicity,1.0
38687897,Assessment and Comparison of Early Developmental Toxicity of Six Per- and Polyfluoroalkyl Substances,Environmental science & technology,2024,PFOA,hepatotoxicity,1.0
38687897,Assessment and Comparison of Early Developmental Toxicity of Six Per- and Polyfluoroalkyl Substances,Environmental science & technology,2024,PFOA,developmental,1.0
38687897,Assessment and Comparison of Early Developmental Toxicity of Six Per- and Polyfluoroalkyl Substances,Environmental science & technology,2024,PFOS,hepatotoxicity,1.0
38687897,Assessment and Comparison of Early Developmental Toxicity of Six Per- and Polyfluoroalkyl Substances,Environmental science & technology,2024,PFOS,developmental,1.0
38687897,Assessment and Comparison of Early Developmental Toxicity of Six Per- and Polyfluoroalkyl Substances,Environmental science & technology,2024,PFHxA,hepatotoxicity,1.0
38687897,Assessment and Comparison of Early Developmental Toxicity of Six Per- and Polyfluoroalkyl Substances,Environmental science & technology,2024,PFHxA,developmental,1.0
38088576,Case-Cohort Study of the Association between PFAS and Selected Cancers among Participants in the Ame,Environmental health perspectives,2023,PFOA,hepatotoxicity,1.0
38088576,Case-Cohort Study of the Association between PFAS and Selected Cancers among Participants in the Ame,Environmental health perspectives,2023,PFHxS,hepatotoxicity,1.0
38782768,Identifying novel mechanisms of per- and polyfluoroalkyl substance-induced hepatotoxicity using FRG ,Archives of toxicology,2024,PFOA,NR-AR,1.0
38782768,Identifying novel mechanisms of per- and polyfluoroalkyl substance-induced hepatotoxicity using FRG ,Archives of toxicology,2024,PFOA,hepatotoxicity,1.0
38782768,Identifying novel mechanisms of per- and polyfluoroalkyl substance-induced hepatotoxicity using FRG ,Archives of toxicology,2024,PFOS,NR-AR,1.0
38782768,Identifying novel mechanisms of per- and polyfluoroalkyl substance-induced hepatotoxicity using FRG ,Archives of toxicology,2024,PFOS,hepatotoxicity,1.0
38782768,Identifying novel mechanisms of per- and polyfluoroalkyl substance-induced hepatotoxicity using FRG ,Archives of toxicology,2024,GenX,NR-AR,1.0
38782768,Identifying novel mechanisms of per- and polyfluoroalkyl substance-induced hepatotoxicity using FRG ,Archives of toxicology,2024,GenX,hepatotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,PFOA,hepatotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,PFOA,immunotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,PFOS,hepatotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,PFOS,immunotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,PFNA,hepatotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,PFNA,immunotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,PFDA,hepatotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,PFDA,immunotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,PFHxA,hepatotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,PFHxA,immunotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,PFBA,hepatotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,PFBA,immunotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,PFBS,hepatotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,PFBS,immunotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,PFHxS,hepatotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,PFHxS,immunotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,GenX,hepatotoxicity,1.0
38866127,Legacy and alternative per- and polyfluoroalkyl substances (PFAS) alter the lipid profile of HepaRG ,Toxicology,2024,GenX,immunotoxicity,1.0
30248109,Rubella immunity and serum perfluoroalkyl substances: Sex and analytic strategy.,PloS one,2018,PFOA,hepatotoxicity,1.0
30248109,Rubella immunity and serum perfluoroalkyl substances: Sex and analytic strategy.,PloS one,2018,PFOA,immunotoxicity,1.0
30248109,Rubella immunity and serum perfluoroalkyl substances: Sex and analytic strategy.,PloS one,2018,PFOS,hepatotoxicity,1.0
30248109,Rubella immunity and serum perfluoroalkyl substances: Sex and analytic strategy.,PloS one,2018,PFOS,immunotoxicity,1.0
41453703,Association between gestational PFAS exposure biomarkers and risk of preeclampsia in the ECHO Cohort,Environmental research,2026,PFOA,hepatotoxicity,1.0
41453703,Association between gestational PFAS exposure biomarkers and risk of preeclampsia in the ECHO Cohort,Environmental research,2026,PFOA,developmental,1.0
41453703,Association between gestational PFAS exposure biomarkers and risk of preeclampsia in the ECHO Cohort,Environmental research,2026,PFOS,hepatotoxicity,1.0
41453703,Association between gestational PFAS exposure biomarkers and risk of preeclampsia in the ECHO Cohort,Environmental research,2026,PFOS,developmental,1.0
41453703,Association between gestational PFAS exposure biomarkers and risk of preeclampsia in the ECHO Cohort,Environmental research,2026,PFNA,hepatotoxicity,1.0
41453703,Association between gestational PFAS exposure biomarkers and risk of preeclampsia in the ECHO Cohort,Environmental research,2026,PFNA,developmental,1.0
41453703,Association between gestational PFAS exposure biomarkers and risk of preeclampsia in the ECHO Cohort,Environmental research,2026,PFDA,hepatotoxicity,1.0
41453703,Association between gestational PFAS exposure biomarkers and risk of preeclampsia in the ECHO Cohort,Environmental research,2026,PFDA,developmental,1.0
41453703,Association between gestational PFAS exposure biomarkers and risk of preeclampsia in the ECHO Cohort,Environmental research,2026,PFHxS,hepatotoxicity,1.0
41453703,Association between gestational PFAS exposure biomarkers and risk of preeclampsia in the ECHO Cohort,Environmental research,2026,PFHxS,developmental,1.0
39947079,Maternal per- and polyfluoroalkyl substance concentrations and placental DNA methylation of thyroid ,Journal of hazardous materials,2025,PFOA,hepatotoxicity,1.0
39947079,Maternal per- and polyfluoroalkyl substance concentrations and placental DNA methylation of thyroid ,Journal of hazardous materials,2025,PFOA,endocrine,1.0
39947079,Maternal per- and polyfluoroalkyl substance concentrations and placental DNA methylation of thyroid ,Journal of hazardous materials,2025,PFOA,developmental,1.0
39947079,Maternal per- and polyfluoroalkyl substance concentrations and placental DNA methylation of thyroid ,Journal of hazardous materials,2025,PFOS,hepatotoxicity,1.0
39947079,Maternal per- and polyfluoroalkyl substance concentrations and placental DNA methylation of thyroid ,Journal of hazardous materials,2025,PFOS,endocrine,1.0
39947079,Maternal per- and polyfluoroalkyl substance concentrations and placental DNA methylation of thyroid ,Journal of hazardous materials,2025,PFOS,developmental,1.0
39947079,Maternal per- and polyfluoroalkyl substance concentrations and placental DNA methylation of thyroid ,Journal of hazardous materials,2025,PFDA,hepatotoxicity,1.0
39947079,Maternal per- and polyfluoroalkyl substance concentrations and placental DNA methylation of thyroid ,Journal of hazardous materials,2025,PFDA,endocrine,1.0
39947079,Maternal per- and polyfluoroalkyl substance concentrations and placental DNA methylation of thyroid ,Journal of hazardous materials,2025,PFDA,developmental,1.0
38184077,Elevated levels of serum per- and poly-fluoroalkyl substances (PFAS) in contact lens users of U.S. y,Chemosphere,2024,PFOA,hepatotoxicity,1.0
38184077,Elevated levels of serum per- and poly-fluoroalkyl substances (PFAS) in contact lens users of U.S. y,Chemosphere,2024,PFOS,hepatotoxicity,1.0
38184077,Elevated levels of serum per- and poly-fluoroalkyl substances (PFAS) in contact lens users of U.S. y,Chemosphere,2024,PFHxS,hepatotoxicity,1.0
37084670,Smouldering to treat PFAS in sewage sludge.,"Waste management (New York, N.Y.)",2023,PFOA,hepatotoxicity,
37084670,Smouldering to treat PFAS in sewage sludge.,"Waste management (New York, N.Y.)",2023,PFOS,hepatotoxicity,
37572494,PPARα/ACOX1 as a novel target for hepatic lipid metabolism disorders induced by per- and polyfluoroa,Environment international,2023,PFOA,SR-MMP,1.0
37572494,PPARα/ACOX1 as a novel target for hepatic lipid metabolism disorders induced by per- and polyfluoroa,Environment international,2023,PFOA,hepatotoxicity,1.0
37572494,PPARα/ACOX1 as a novel target for hepatic lipid metabolism disorders induced by per- and polyfluoroa,Environment international,2023,PFOS,SR-MMP,1.0
37572494,PPARα/ACOX1 as a novel target for hepatic lipid metabolism disorders induced by per- and polyfluoroa,Environment international,2023,PFOS,hepatotoxicity,1.0
37572494,PPARα/ACOX1 as a novel target for hepatic lipid metabolism disorders induced by per- and polyfluoroa,Environment international,2023,PFNA,SR-MMP,1.0
37572494,PPARα/ACOX1 as a novel target for hepatic lipid metabolism disorders induced by per- and polyfluoroa,Environment international,2023,PFNA,hepatotoxicity,1.0
37572494,PPARα/ACOX1 as a novel target for hepatic lipid metabolism disorders induced by per- and polyfluoroa,Environment international,2023,PFDA,SR-MMP,1.0
37572494,PPARα/ACOX1 as a novel target for hepatic lipid metabolism disorders induced by per- and polyfluoroa,Environment international,2023,PFDA,hepatotoxicity,1.0
39978619,Association between PFAS exposure and metabolic-related biomarkers in Spanish adolescents.,Environmental research,2025,PFOS,hepatotoxicity,1.0
39978619,Association between PFAS exposure and metabolic-related biomarkers in Spanish adolescents.,Environmental research,2025,PFOS,endocrine,1.0
39978619,Association between PFAS exposure and metabolic-related biomarkers in Spanish adolescents.,Environmental research,2025,PFNA,hepatotoxicity,1.0
39978619,Association between PFAS exposure and metabolic-related biomarkers in Spanish adolescents.,Environmental research,2025,PFNA,endocrine,1.0
40482803,Per- and polyfluoroalkyl substances and associated proteomic biomarker patterns of immuno-suppressio,Environmental research,2025,PFOA,immunotoxicity,1.0
40482803,Per- and polyfluoroalkyl substances and associated proteomic biomarker patterns of immuno-suppressio,Environmental research,2025,PFOS,immunotoxicity,1.0
39159514,A novel molecular pathway of lipid accumulation in human hepatocytes caused by PFOA and PFOS.,Environment international,2024,PFOA,hepatotoxicity,1.0
39159514,A novel molecular pathway of lipid accumulation in human hepatocytes caused by PFOA and PFOS.,Environment international,2024,PFOS,hepatotoxicity,1.0
40791616,Serum levels of per- and polyfluoroalkylated substances and methylation of DNA from peripheral blood,Frontiers in public health,2025,PFOA,hepatotoxicity,1.0
40791616,Serum levels of per- and polyfluoroalkylated substances and methylation of DNA from peripheral blood,Frontiers in public health,2025,PFOA,endocrine,1.0
40791616,Serum levels of per- and polyfluoroalkylated substances and methylation of DNA from peripheral blood,Frontiers in public health,2025,PFOS,hepatotoxicity,1.0
40791616,Serum levels of per- and polyfluoroalkylated substances and methylation of DNA from peripheral blood,Frontiers in public health,2025,PFOS,endocrine,1.0
40233626,PFAS in Iowa drinking water sources: Chemical and geospatial patterns.,The Science of the total environment,2025,PFOA,hepatotoxicity,1.0
40233626,PFAS in Iowa drinking water sources: Chemical and geospatial patterns.,The Science of the total environment,2025,PFOS,hepatotoxicity,1.0
40233626,PFAS in Iowa drinking water sources: Chemical and geospatial patterns.,The Science of the total environment,2025,PFBA,hepatotoxicity,1.0
28818342,Novel treatment technologies for PFAS compounds: A critical review.,Journal of environmental management,2017,PFOA,hepatotoxicity,1.0
28818342,Novel treatment technologies for PFAS compounds: A critical review.,Journal of environmental management,2017,PFOS,hepatotoxicity,1.0
41608197,PFAS Alter Thyroid Histology and Cellular Signaling ,Journal of the Endocrine Society,2026,PFOA,hepatotoxicity,1.0
41608197,PFAS Alter Thyroid Histology and Cellular Signaling ,Journal of the Endocrine Society,2026,PFOA,endocrine,1.0
41608197,PFAS Alter Thyroid Histology and Cellular Signaling ,Journal of the Endocrine Society,2026,PFOS,hepatotoxicity,1.0
41608197,PFAS Alter Thyroid Histology and Cellular Signaling ,Journal of the Endocrine Society,2026,PFOS,endocrine,1.0
41608197,PFAS Alter Thyroid Histology and Cellular Signaling ,Journal of the Endocrine Society,2026,GenX,hepatotoxicity,1.0
41608197,PFAS Alter Thyroid Histology and Cellular Signaling ,Journal of the Endocrine Society,2026,GenX,endocrine,1.0
33951855,"PFAS and their substitutes in groundwater: Occurrence, transformation and remediation.",Journal of hazardous materials,2021,PFOA,hepatotoxicity,
33951855,"PFAS and their substitutes in groundwater: Occurrence, transformation and remediation.",Journal of hazardous materials,2021,PFOS,hepatotoxicity,
33951855,"PFAS and their substitutes in groundwater: Occurrence, transformation and remediation.",Journal of hazardous materials,2021,PFNA,hepatotoxicity,
33951855,"PFAS and their substitutes in groundwater: Occurrence, transformation and remediation.",Journal of hazardous materials,2021,PFBA,hepatotoxicity,
33951855,"PFAS and their substitutes in groundwater: Occurrence, transformation and remediation.",Journal of hazardous materials,2021,PFBS,hepatotoxicity,
33951855,"PFAS and their substitutes in groundwater: Occurrence, transformation and remediation.",Journal of hazardous materials,2021,PFHxS,hepatotoxicity,
33951855,"PFAS and their substitutes in groundwater: Occurrence, transformation and remediation.",Journal of hazardous materials,2021,GenX,hepatotoxicity,
37884429,Per- and polyfluoroalkyl substances (PFAS) exposure and thyroid cancer risk.,EBioMedicine,2023,PFOS,hepatotoxicity,1.0
37884429,Per- and polyfluoroalkyl substances (PFAS) exposure and thyroid cancer risk.,EBioMedicine,2023,PFOS,endocrine,1.0
38481605,Review of per- and polyfluoroalkyl substances (PFAS) bioaccumulation in earthworms.,Environmental advances,2022,PFOA,hepatotoxicity,
38481605,Review of per- and polyfluoroalkyl substances (PFAS) bioaccumulation in earthworms.,Environmental advances,2022,PFOA,BCF,
38481605,Review of per- and polyfluoroalkyl substances (PFAS) bioaccumulation in earthworms.,Environmental advances,2022,PFOS,hepatotoxicity,
38481605,Review of per- and polyfluoroalkyl substances (PFAS) bioaccumulation in earthworms.,Environmental advances,2022,PFOS,BCF,
39767456,Environmental Exposure to Per- and Polyfluorylalkyl Substances (PFASs) and Reproductive Outcomes in ,International journal of environmental research and public health,2024,PFOA,hepatotoxicity,1.0
39767456,Environmental Exposure to Per- and Polyfluorylalkyl Substances (PFASs) and Reproductive Outcomes in ,International journal of environmental research and public health,2024,PFOA,developmental,1.0
39767456,Environmental Exposure to Per- and Polyfluorylalkyl Substances (PFASs) and Reproductive Outcomes in ,International journal of environmental research and public health,2024,PFOS,hepatotoxicity,1.0
39767456,Environmental Exposure to Per- and Polyfluorylalkyl Substances (PFASs) and Reproductive Outcomes in ,International journal of environmental research and public health,2024,PFOS,developmental,1.0
40283131,Health Impacts of Per- and Polyfluoroalkyl Substances (PFASs): A Comprehensive Review.,"Life (Basel, Switzerland)",2025,PFOA,hepatotoxicity,1.0
40283131,Health Impacts of Per- and Polyfluoroalkyl Substances (PFASs): A Comprehensive Review.,"Life (Basel, Switzerland)",2025,PFOS,hepatotoxicity,1.0
37545803,Prenatal exposure to perfluoroalkyl substances and inflammatory biomarker concentrations.,"Environmental epidemiology (Philadelphia, Pa.)",2023,PFOA,immunotoxicity,1.0
37545803,Prenatal exposure to perfluoroalkyl substances and inflammatory biomarker concentrations.,"Environmental epidemiology (Philadelphia, Pa.)",2023,PFOA,developmental,1.0
37545803,Prenatal exposure to perfluoroalkyl substances and inflammatory biomarker concentrations.,"Environmental epidemiology (Philadelphia, Pa.)",2023,PFOS,immunotoxicity,1.0
37545803,Prenatal exposure to perfluoroalkyl substances and inflammatory biomarker concentrations.,"Environmental epidemiology (Philadelphia, Pa.)",2023,PFOS,developmental,1.0
37545803,Prenatal exposure to perfluoroalkyl substances and inflammatory biomarker concentrations.,"Environmental epidemiology (Philadelphia, Pa.)",2023,PFHxS,immunotoxicity,1.0
37545803,Prenatal exposure to perfluoroalkyl substances and inflammatory biomarker concentrations.,"Environmental epidemiology (Philadelphia, Pa.)",2023,PFHxS,developmental,1.0
39332255,Remediation of per- and polyfluoroalkyl substances (PFAS) contaminated soil via soil washing with va,Journal of hazardous materials,2024,PFOA,hepatotoxicity,1.0
39332255,Remediation of per- and polyfluoroalkyl substances (PFAS) contaminated soil via soil washing with va,Journal of hazardous materials,2024,PFOS,hepatotoxicity,1.0
32697103,"Measurement of Novel, Drinking Water-Associated PFAS in Blood from Adults and Children in Wilmington",Environmental health perspectives,2020,GenX,hepatotoxicity,
32697103,"Measurement of Novel, Drinking Water-Associated PFAS in Blood from Adults and Children in Wilmington",Environmental health perspectives,2020,GenX,BCF,
40270749,"The evolution of PFAS epidemiology: new scientific developments call into question alleged ""probable",Frontiers in public health,2025,PFOA,hepatotoxicity,1.0
40270749,"The evolution of PFAS epidemiology: new scientific developments call into question alleged ""probable",Frontiers in public health,2025,PFOA,endocrine,1.0
35026182,Framework for risk assessment of PFAS utilizing experimental studies and in-silico models.,Environmental research,2022,PFOA,hepatotoxicity,1.0
35026182,Framework for risk assessment of PFAS utilizing experimental studies and in-silico models.,Environmental research,2022,PFOS,hepatotoxicity,1.0
34666112,Issues in the hazard and risk assessment of perfluoroalkyl substance mixtures.,Toxicology letters,2021,TFA,hepatotoxicity,1.0
37400030,Bioaccumulation and metabolic impact of environmental PFAS residue on wild-caught urban wetland tige,The Science of the total environment,2023,PFOS,hepatotoxicity,1.0
37400030,Bioaccumulation and metabolic impact of environmental PFAS residue on wild-caught urban wetland tige,The Science of the total environment,2023,PFOS,BCF,1.0
39414058,Unraveling the long-term gastrointestinal impact of perinatal perfluorobutane sulfonate exposure on ,The Science of the total environment,2024,PFOA,hepatotoxicity,1.0
39414058,Unraveling the long-term gastrointestinal impact of perinatal perfluorobutane sulfonate exposure on ,The Science of the total environment,2024,PFOA,immunotoxicity,1.0
39414058,Unraveling the long-term gastrointestinal impact of perinatal perfluorobutane sulfonate exposure on ,The Science of the total environment,2024,PFOS,hepatotoxicity,1.0
39414058,Unraveling the long-term gastrointestinal impact of perinatal perfluorobutane sulfonate exposure on ,The Science of the total environment,2024,PFOS,immunotoxicity,1.0
39414058,Unraveling the long-term gastrointestinal impact of perinatal perfluorobutane sulfonate exposure on ,The Science of the total environment,2024,PFBS,hepatotoxicity,1.0
39414058,Unraveling the long-term gastrointestinal impact of perinatal perfluorobutane sulfonate exposure on ,The Science of the total environment,2024,PFBS,immunotoxicity,1.0
35568291,Effects of exposure to per- and polyfluoroalkyl substances on vaccine antibodies: A systematic revie,"Environmental pollution (Barking, Essex : 1987)",2022,PFOA,hepatotoxicity,1.0
35568291,Effects of exposure to per- and polyfluoroalkyl substances on vaccine antibodies: A systematic revie,"Environmental pollution (Barking, Essex : 1987)",2022,PFOA,immunotoxicity,1.0
35568291,Effects of exposure to per- and polyfluoroalkyl substances on vaccine antibodies: A systematic revie,"Environmental pollution (Barking, Essex : 1987)",2022,PFOA,endocrine,1.0
35568291,Effects of exposure to per- and polyfluoroalkyl substances on vaccine antibodies: A systematic revie,"Environmental pollution (Barking, Essex : 1987)",2022,PFOA,BCF,1.0
35568291,Effects of exposure to per- and polyfluoroalkyl substances on vaccine antibodies: A systematic revie,"Environmental pollution (Barking, Essex : 1987)",2022,PFHxS,hepatotoxicity,1.0
35568291,Effects of exposure to per- and polyfluoroalkyl substances on vaccine antibodies: A systematic revie,"Environmental pollution (Barking, Essex : 1987)",2022,PFHxS,immunotoxicity,1.0
35568291,Effects of exposure to per- and polyfluoroalkyl substances on vaccine antibodies: A systematic revie,"Environmental pollution (Barking, Essex : 1987)",2022,PFHxS,endocrine,1.0
35568291,Effects of exposure to per- and polyfluoroalkyl substances on vaccine antibodies: A systematic revie,"Environmental pollution (Barking, Essex : 1987)",2022,PFHxS,BCF,1.0
40754250,Predicting depression using serum perfluoroalkyl and polyfluoroalkyl substances levels via interpret,Journal of affective disorders,2025,PFOS,hepatotoxicity,1.0
39673872,Serum metabolome associated with novel and legacy per- and polyfluoroalkyl substances exposure and t,Environment international,2025,PFOA,hepatotoxicity,1.0
39673872,Serum metabolome associated with novel and legacy per- and polyfluoroalkyl substances exposure and t,Environment international,2025,PFOA,endocrine,1.0
39673872,Serum metabolome associated with novel and legacy per- and polyfluoroalkyl substances exposure and t,Environment international,2025,PFHxA,hepatotoxicity,1.0
39673872,Serum metabolome associated with novel and legacy per- and polyfluoroalkyl substances exposure and t,Environment international,2025,PFHxA,endocrine,1.0
39673872,Serum metabolome associated with novel and legacy per- and polyfluoroalkyl substances exposure and t,Environment international,2025,PFHxS,hepatotoxicity,1.0
39673872,Serum metabolome associated with novel and legacy per- and polyfluoroalkyl substances exposure and t,Environment international,2025,PFHxS,endocrine,1.0
39146593,Lysosomal iron accumulation and subsequent lysosomes-mitochondria iron transmission mediate PFOS-ind,Ecotoxicology and environmental safety,2024,PFOS,SR-MMP,1.0
39146593,Lysosomal iron accumulation and subsequent lysosomes-mitochondria iron transmission mediate PFOS-ind,Ecotoxicology and environmental safety,2024,PFOS,hepatotoxicity,1.0
41265816,Per- and polyfluoroalkyl substances trigger autoimmune diseases through inflammatory cytokines-IL-17,Chemico-biological interactions,2026,PFOS,hepatotoxicity,1.0
41265816,Per- and polyfluoroalkyl substances trigger autoimmune diseases through inflammatory cytokines-IL-17,Chemico-biological interactions,2026,PFOS,immunotoxicity,1.0
40367801,Integrative network and computational toxicology reveal the molecular mechanisms in PFOA-induced spe,Journal of environmental management,2025,PFOA,hepatotoxicity,1.0
39151576,Perfluoroalkyl substances and immunotoxicity: An in vitro structure-activity relationship study in T,Chemosphere,2024,PFOA,immunotoxicity,1.0
39151576,Perfluoroalkyl substances and immunotoxicity: An in vitro structure-activity relationship study in T,Chemosphere,2024,PFOS,immunotoxicity,1.0
39151576,Perfluoroalkyl substances and immunotoxicity: An in vitro structure-activity relationship study in T,Chemosphere,2024,PFNA,immunotoxicity,1.0
39151576,Perfluoroalkyl substances and immunotoxicity: An in vitro structure-activity relationship study in T,Chemosphere,2024,PFDA,immunotoxicity,1.0
39151576,Perfluoroalkyl substances and immunotoxicity: An in vitro structure-activity relationship study in T,Chemosphere,2024,PFHxA,immunotoxicity,1.0
39151576,Perfluoroalkyl substances and immunotoxicity: An in vitro structure-activity relationship study in T,Chemosphere,2024,PFBA,immunotoxicity,1.0
